id,account,text,date,is_electronics,training_score,training_auc,prod_score,annotation
564,Hintz & Hintz,"Kane and Abel (Kane and Abel series) Review If there were a Nobel prize for storytelling, Archer would win Source: Daily TelegraphProbably the greatest storyteller of our age Source: Mail on SundayThe ultimate novel of sibling rivalry Author: Dan Brown 				    	 					 From the Author Jeffrey Archer, whose novels and short stories include Kane and Abel, A Prisoner of Birth and Cat O' Nine Tales, has topped the bestseller lists around the world, with sales of over 275 million copies. He is the only author ever to have been a number one bestseller in fiction, short stories and non-fiction (The Prison Diaries). The author is married to Dame Mary Archer, and they have two sons, two grandsons and a granddaughter. 				    	 					              See all Product description",2023-01-20,0,0.0006792998,0.934,0.1230877877855508,
565,Hintz & Hintz,"SanDisk 64GB Class 10 microSDXC Memory Card with Adapter (SDSQUAR-064G-GN6MA) Size name:64 GB   Capacity: 64GB;SanDisk Ultra microSDXC and microSDHC cards are fast for better pictures, app performance, and Full HD video.1 Ideal for Android smartphones and tablets, these A1-rated cards load apps faster for a better smartphone experience.3 With up to 256GB* capacity, you have the capacity to take more pictures and Full HD video and capture life at its fullest. Built to perform in harsh conditions, SanDisk Ultra microSD cards are waterproof, temperature proof, shockproof, and X-ray proof.2 The microSD card is also rated Class 10 for Full HD video recording performance and a 10-year limited warranty4.",2023-03-19,1,0.98436683,0.934,0.1623319127713567,
566,Hintz & Hintz,Zebronics ZEB-2100HMV Wired Headset Headphone 3.5mm with Mic | Soft Padded Cup Over Ear Drive unit 40mm Frequency response 20Hz-20KHz Sensitivity 105dB/mW Impedance 32 Ohms Cable length 1.5m Plug type 3.5mm,2023-02-21,1,0.32672116,0.934,1.1168607644113324,
567,Hintz & Hintz,"Operating Systems in Depth About the Author Professor Doeppner is an associate professor of computer science at Brown University. His research interests include mobile computing in education, mobile and ubiquitous computing, operating systems and distribution systems, parallel computing, and security.",2023-03-25,0,0.00033178087,0.934,1.0582018032062432,
568,Hintz & Hintz,"Westinghouse WFL545 Select Series Seasoned Cast Iron 5 Quart Dutch Oven The Westinghouse seasoned cast iron Dutch oven offers a spacious 5 quart capacity, making it ideal for searing and braising meat, preparing delicious stews or putting together one of those “like momma used to make” meat sauces. Even better, being oven safe, you can brown meats on the stovetop and then finish your special recipe in the oven. Let your imagination and talents run wild with this versatile product, which is also easy to clean and can last decades with minimal care",2023-03-11,0,0.011916836,0.934,0.148138560058259,
569,Hintz & Hintz,"Aero Rechargeable Slide Changer with Laser Pointer Pen. Presentation Remote Wireless Presenter Clicker. 1 Year Warranty (with Cloth Pouch). Works with Mac Windows PC Powerpoint Keynote. ★ 1 YEAR WARRANTY: Buy it with confidence. We exchange the product or refund your money if you are not fully satisfied with this laser presenter.  WORKS PERFECTLY WITH BOTH POWERPOINT (PPT) AND KEYNOTE SOFTWARERECHARGEABLE - Quick Charging: Only requires about 2 hours to charge. Long Battery Life: Can use for more than one week. Built-in low battery indicator. Just charge for a few minutes using your laptop USB and use it again. SLEEK AND ELEGANT - This laser pointer for presentation fits easily in the palm of your hands. No flimsy plastic. Quality product which looks and feels premium. CLOTH BAG - To keep this presentation remote secure and free of scratches.DESIGNED FOR USABILITY - The main slide changer buttons can be easily found just by touch. Technical Features: 2.4GHz RF frequency Transmitter Technology: Radio FrequencyFrequency: 2.4GHzLaser Light Color: RedBattery: 120 mAhControl Distance: 50m - on full chargeLight Distance: 328ft (100m)Max Output: < 5mWWorking Voltage: 1.5VSleep Current less than 10uADimension: 128 x 20 x 10mmReceiver Features: Operating System: XP, Windows 7/8/10, Mac OS, LinuxUSB Version: USB 1.1, compatible with USB 2.0, USB 3.0Working Voltage: 5V DCPackage contents: 1 x Wireless Presentation Remote Control, 1 x Wireless Receiver, 1 x USB Cable, 1 x User Manual, 1 x Bag Case, 1 x Instruction card on how to register for warranty and templates.",2023-01-09,1,0.86030686,0.934,1.071068007923628,
570,Hintz & Hintz,R.V. Craft Pottery Ceramic Decorative Wall Hanging Handmade Plate (6 inch) Total handmade product,2023-02-03,0,0.010588172,0.934,0.1717487800820311,
571,Hintz & Hintz,"Amazon Brand - Solimo Microfibre Reversible Comforter, Single (Stone Blue & Silver Grey, 200GSM) Size:Single                                                                                 |                            Color Name:Stone Blue and Silver Grey   Made from 100 percent microfibre shell and filled with 200 GSM hollow siliconized polyester filling, Solimo comforters are warm, cosy and lightweight. These durable comforters have an attractive machine stitched pattern which keeps the filling in place.",2023-01-06,0,0.29134038,0.934,0.0969963796276916,
572,Hintz & Hintz,"boAt Rockerz 255 Sports Bluetooth Wireless Earphone with Immersive Stereo Sound and Hands Free Mic (Neon) Colour:Neon   Have you ditched the 3.5mm headphones jack and now looking for a good pair of Bluetooth Earphones to go wireless? Well look no further. You may wonder where we put it, but it is all there: The new Rockerz 255 are equipped with the latest Bluetooth 4.1-CSR8635 chipset and 10mm drivers. Together they ensure crystal clear wireless transmission in true HD sound. Redefine your style statement with bright Neon green and black blend of the rockerz 255. With its 6 hours play time, you're sure to spend a quarter of your day with these earphones. Listen to music, take calls or activate voice-controlled smartphone assistants because touching your phone to control it is too mainstream! The magnetic earbuds secure the earphones from falling and keeps them safe when not in use. Experience the redefined symbol of wireless earphones and plug into nirvana!",2023-01-02,1,0.9553956,0.934,1.083002693189632,
573,Hintz & Hintz,"Koroshni Women's Cotton Lycra Hot Leggings (Gs_Winter_Legging_Black_Free Size) Height ( 5' -6' Height) Elastic waist band and leg cuff for extra comfort INSIDE FLEECE KEEP YOUR LEG WARM EVEN ON VERY LOW TEMPERATURE Lined with fleece to keep you warm,Great for layering under shorts, skirts, tunics. Excellent stretch and a perfect fit, Soft And Comfortable Waist Band, Made In Korea(leggings for women, legging,stockings for women western wear)",2023-02-18,0,0.64166915,0.934,0.0722461706948132,
574,Hintz & Hintz,"Eureka Forbes Aeroguard Fresh Car Air Purifier(Black) The air quality inside your car can be up to 5 times more polluted than outside air due to micro-particles dust, pollen, harmful gases, viruses and bacteria. Most air-conditioning systems are ineffective in keeping these pollutants out. Equipped with active shield the patented advanced multi-layered purification process eliminates sub - micron respirable particles, dust, fumes, VOCs, pollen and infection-carrying microbes (virus and bacteria) in the air making the air 99.9 percent pure and healthy always.",2023-01-26,0,0.5919985,0.934,0.0683046099830677,
575,Hintz & Hintz,"Sleepinns Amena Ae Large Soft Cotton Multicolour Mattress (2 Sleeping Capacity)_72X48X4-Inch We Manufacture And Supply Quality Cotton Mattress, Which Is Filled With Cotton . Our Cotton Mattress Is Completely Comfortable And Gives A Healthy Posture While Sleeping To Ensure Complete Sleep And Rest. It's Completely Folding. Perfect During Guest At Home. Washable And Can Be Placed Anywhere.",2023-03-08,0,0.021885386,0.934,0.0442062372872479,
576,Hintz & Hintz,"Weavers Villa Women's Shawl Accessorize your wardrobe with this beautiful and exclusive woven designer jamdani shawl. This shawl has been carefully woven on a jacquard pattern all over the shawl to give a ""Royal"" and ""Glamorous"" look to the product. The color combination of thread work used adds an elegant look in the shawl. Comfortable and warm to feel cozy in winters. Size: 40 x 80 inches. Wash care: dry clean only. This is an exclusive vintage ""Weavers villa"" shawl - think trendy. Be trendy.",2023-03-17,0,0.0026967162,0.934,0.045685602248856,
577,Hintz & Hintz,"Lord's Multi Color Garden Umbrella 8 Ft Dia Heavy Duty With Thick Water Proof Fabric Garden Umbrella Garden Umbrella Multi Color 8 Feet Dia Heavy Duty With Thick Water Proof Fabric No Umbrella Stand. Easy To Carry Easy To Install Top Most Utility Item Durable Good For Sun Protection Ideal For Rain Protection Attract Clients From Far Extremely Eye Catcher Material : Thick Nylon Taffeta Color : Multi Color Size : 8 Feet Dia Round. Height 84"" Style : Multi Color Weight: 2.8.00 Kg Net. 3 Kg Gross Packing: In Poly Gunny Type Bag. Compactly Wrapped Usage : Garden- Beach- Resort-Sun Protection",2023-03-06,0,0.23202147,0.934,1.0676674414251586,
578,Hintz & Hintz,"Dragonwar Emera ELE-G11 3200 DPI Gaming Mouse (Dark Blue) The ELE-G11 Blue Sensor gaming mouse from Dragon War will add more prowess and dexterity to your gaming experience, as well as give you an excellent control and accuracy to succeed in battle. Whether your characters are flying across the screen or you are honing in on to your target, this mouse responds accurately to your hand movements to give you an edge in the gaming arena. Blue Sensor Technology. Equipped with the special blue-sensor technology with four selectable DPI settings viz. 800, 1200, 2000 and 3200, this mouse brings to you an exceptional gaming experience. Ergonomically Designed. When playing games for long hours, comfort matters a lot. That is why this mouse is designed ergonomically to offer you extra comfort and reduce the strain from your hands. 6 Control Buttons. Designed especially for the computer games, this mouse comes with six control buttons. As a result, it gives you the flexibility to make the right moves in any game situation. After installing the mouse driver, a tab window will appear on your computer screen that will let you customize the button alignment, performance and speed, so that you can play with immense precision. Pinpoint Tracking Precision. A special feature called the pinpoint tracking precision helps you easily isolate your target using the laser beams to attain the highest scores in the game. Moreover, you can also use this mouse on any surface without any performance issues. This mouse is fitted with a 1.8 meters long cord which has a braided fibre cable and a gold-plated USB connector that provides it with durability.",2023-01-15,1,0.07901703,0.934,1.0937359258937789,
